id,subcategory_id,name,display_name,type,order_index,options,created_at,updated_at,mandatory
75,9,modelo,Modelo,seleccion,1,"['Triciclo básico', 'Triciclo evolutivo', 'Triciclo con manija', 'Triciclo eléctrico', 'Balance bike']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
76,9,incluye_manija_direccional,Incluye manija direccional,seleccion,2,"[]",2024-01-01 00:00:00,2024-01-01 00:00:00,f
77,9,es_evolutivo,Es evolutivo,seleccion,3,"[]",2024-01-01 00:00:00,2024-01-01 00:00:00,f
78,9,tipo_ruedas,Tipo de ruedas,seleccion,4,"[]",2024-01-01 00:00:00,2024-01-01 00:00:00,f
79,9,incluye_canasta,Incluye canasta,seleccion,5,"['Con canasta', 'Sin canasta']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
80,9,incluye_capota,Incluye capota,seleccion,6,"['Con capota', 'Sin capota']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
81,9,sistema_seguridad,Sistema de seguridad,seleccion,7,"['5 puntos', '3 puntos', 'Barra frontal', 'Sin seguridad']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
82,9,material_estructura,Material de la estructura,seleccion,8,"['Metal', 'Plástico', 'Mixto']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
83,9,peso_maximo,Peso máximo,seleccion,9,"['20 kg', '25 kg', '30 kg', '35 kg']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
84,9,edad_recomendada,Edad recomendada,seleccion,10,"['1-3 años', '2-5 años', '3-6 años', '1-6 años']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
85,10,modelo,Modelo,seleccion,1,"['Monitor básico', 'Monitor con cámara', 'Monitor inteligente', 'Monitor respiración']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
86,10,tipo_conexion,Tipo de conexión,seleccion,2,"['Analógico', 'Digital', 'WiFi', 'Bluetooth']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
87,10,incluye_video,Incluye video,seleccion,3,"['Solo audio', 'Audio y video']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
88,10,alcance,Alcance,seleccion,4,"['50 metros', '100 metros', '300 metros', '500+ metros']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
89,10,incluye_sensor_temperatura,Incluye sensor de temperatura,seleccion,5,"['Con sensor', 'Sin sensor']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
90,10,vision_nocturna,Visión nocturna,seleccion,6,"['Con visión nocturna', 'Sin visión nocturna']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
91,10,comunicacion_bidireccional,Comunicación bidireccional,seleccion,7,"['Bidireccional', 'Solo recepción']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
92,10,incluye_nanas,Incluye nanas,seleccion,8,"['Con nanas', 'Sin nanas']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
93,10,alertas,Alertas,seleccion,9,"['Vibración', 'Sonido', 'Luz', 'Múltiples alertas']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
94,10,pantalla_receptor,Pantalla del receptor,seleccion,10,"['Sin pantalla', 'LCD pequeña', 'LCD grande', 'Pantalla táctil']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
95,11,modelo,Modelo,seleccion,1,"['Hamaca básica', 'Hamaca vibratoria', 'Hamaca musical', 'Hamaca eléctrica', 'Hamaca portátil']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
96,11,incluye_vibrador,Incluye vibrador,seleccion,2,"['Con vibrador', 'Sin vibrador']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
97,11,incluye_sonidos,Incluye sonidos,seleccion,3,"['Con sonidos', 'Sin sonidos']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
98,11,incluye_moviles,Incluye móviles,seleccion,4,"['Con móviles', 'Sin móviles']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
99,11,es_reclinable,Es reclinable,seleccion,5,"['Reclinable', 'No reclinable']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
100,11,material,Material,seleccion,6,"['Tela', 'Algodón', 'Poliéster', 'Mixto']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
101,11,peso_maximo,Peso máximo,seleccion,7,"['9 kg', '11 kg', '13 kg', '15 kg']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
102,11,edad_recomendada,Edad recomendada,seleccion,8,"['0-6 meses', '0-12 meses', '0-18 meses']",2024-01-01 00:00:00,2024-01-01 00:00:00,f
